EventName,EventKey,MatchLevel,MatchNumber,Alliance,TeleopAmpCount,TeleopSpeakerUnAmplifiedCount,TeleopSpeakerAmplifiedCount,Points,Win
Northern Lights,2024mndu2,qm,28,blue,1,8,0,36,0
Northern Lights,2024mndu2,qm,28,red,4,7,1,43,1
Northern Lights,2024mndu2,qm,29,blue,6,3,3,39,1
Northern Lights,2024mndu2,qm,29,red,4,7,0,33,0
Northern Lights,2024mndu2,qm,3,blue,1,7,0,43,1
Northern Lights,2024mndu2,qm,3,red,2,2,0,14,0
Northern Lights,2024mndu2,qm,30,blue,0,2,0,9,1
Northern Lights,2024mndu2,qm,30,red,0,2,0,4,0
Northern Lights,2024mndu2,qm,31,blue,6,8,8,73,1
Northern Lights,2024mndu2,qm,31,red,1,11,0,40,0
Northern Lights,2024mndu2,qm,32,blue,3,3,2,47,1
Northern Lights,2024mndu2,qm,32,red,1,10,0,45,0
Northern Lights,2024mndu2,qm,33,blue,3,4,1,68,1
Northern Lights,2024mndu2,qm,33,red,2,6,1,38,0
Northern Lights,2024mndu2,qm,34,blue,0,0,0,8,0
Northern Lights,2024mndu2,qm,34,red,4,11,2,46,1
Northern Lights,2024mndu2,qm,35,blue,4,9,2,59,1
Northern Lights,2024mndu2,qm,35,red,1,9,0,39,0
Northern Lights,2024mndu2,qm,36,blue,2,7,0,40,0
Northern Lights,2024mndu2,qm,36,red,7,3,1,59,1
Northern Lights,2024mndu2,qm,37,blue,6,4,2,47,1
Northern Lights,2024mndu2,qm,37,red,2,5,1,21,0
Northern Lights,2024mndu2,qm,38,blue,1,7,0,47,0
Northern Lights,2024mndu2,qm,38,red,6,6,2,57,1
Northern Lights,2024mndu2,qm,39,blue,0,9,0,24,0
Northern Lights,2024mndu2,qm,39,red,3,4,1,42,1
Northern Lights,2024mndu2,qm,4,blue,4,1,3,50,0
Northern Lights,2024mndu2,qm,4,red,1,15,0,50,0
Northern Lights,2024mndu2,qm,40,blue,0,11,0,40,0
Northern Lights,2024mndu2,qm,40,red,4,9,2,50,1
Northern Lights,2024mndu2,qm,41,blue,3,6,0,26,0
Northern Lights,2024mndu2,qm,41,red,5,5,4,74,1
Northern Lights,2024mndu2,qm,42,blue,4,6,2,48,0
Northern Lights,2024mndu2,qm,42,red,4,9,0,67,1
Northern Lights,2024mndu2,qm,43,blue,1,13,0,50,0
Northern Lights,2024mndu2,qm,43,red,3,8,1,52,1
Northern Lights,2024mndu2,qm,44,blue,3,4,0,20,0
Northern Lights,2024mndu2,qm,44,red,1,18,0,69,1
Northern Lights,2024mndu2,qm,45,blue,1,3,0,25,0
Northern Lights,2024mndu2,qm,45,red,4,9,2,59,1
Northern Lights,2024mndu2,qm,46,blue,3,8,0,44,1
Northern Lights,2024mndu2,qm,46,red,3,1,2,36,0
Northern Lights,2024mndu2,qm,47,blue,4,6,2,47,0
Northern Lights,2024mndu2,qm,47,red,6,6,5,80,1
Northern Lights,2024mndu2,qm,48,blue,5,5,1,46,0
Northern Lights,2024mndu2,qm,48,red,1,12,0,58,1
Northern Lights,2024mndu2,qm,49,blue,3,5,0,41,0
Northern Lights,2024mndu2,qm,49,red,3,9,2,66,1
Northern Lights,2024mndu2,qm,5,blue,3,4,1,40,1
Northern Lights,2024mndu2,qm,5,red,0,9,0,36,0
Northern Lights,2024mndu2,qm,50,blue,5,0,2,28,0
Northern Lights,2024mndu2,qm,50,red,6,4,0,29,1
Northern Lights,2024mndu2,qm,51,blue,1,18,0,70,1
Northern Lights,2024mndu2,qm,51,red,1,7,0,28,0
Northern Lights,2024mndu2,qm,52,blue,7,0,3,56,0
Northern Lights,2024mndu2,qm,52,red,6,4,3,59,1
Northern Lights,2024mndu2,qm,53,blue,0,8,0,39,0
Northern Lights,2024mndu2,qm,53,red,2,4,2,43,1
Northern Lights,2024mndu2,qm,54,blue,0,5,0,13,0
Northern Lights,2024mndu2,qm,54,red,6,3,2,58,1
Northern Lights,2024mndu2,qm,55,blue,3,4,1,61,1
Northern Lights,2024mndu2,qm,55,red,1,6,0,52,0
Northern Lights,2024mndu2,qm,56,blue,8,0,5,55,1
Northern Lights,2024mndu2,qm,56,red,0,4,0,22,0
Northern Lights,2024mndu2,qm,57,blue,9,0,2,33,0
Northern Lights,2024mndu2,qm,57,red,5,13,2,80,1
Northern Lights,2024mndu2,qm,58,blue,0,13,0,48,1
Northern Lights,2024mndu2,qm,58,red,4,3,1,39,0
Northern Lights,2024mndu2,qm,59,blue,3,7,2,69,1
Northern Lights,2024mndu2,qm,59,red,1,3,0,27,0
Northern Lights,2024mndu2,qm,6,blue,0,4,0,16,0
Northern Lights,2024mndu2,qm,6,red,3,6,1,41,1
Northern Lights,2024mndu2,qm,60,blue,3,6,1,60,0
Northern Lights,2024mndu2,qm,60,red,5,8,4,70,1
Northern Lights,2024mndu2,qm,61,blue,4,6,2,37,0
Northern Lights,2024mndu2,qm,61,red,6,6,0,39,1
Northern Lights,2024mndu2,qm,62,blue,6,2,3,45,1
Northern Lights,2024mndu2,qm,62,red,0,10,0,43,0
Northern Lights,2024mndu2,qm,63,blue,3,5,1,51,0
Northern Lights,2024mndu2,qm,63,red,0,8,0,56,1
Northern Lights,2024mndu2,qm,64,blue,3,9,1,48,0
Northern Lights,2024mndu2,qm,64,red,5,6,2,49,1
Northern Lights,2024mndu2,qm,65,blue,4,4,0,44,0
Northern Lights,2024mndu2,qm,65,red,5,6,2,50,1
Northern Lights,2024mndu2,qm,66,blue,3,4,2,39,1
Northern Lights,2024mndu2,qm,66,red,7,2,1,28,0
Northern Lights,2024mndu2,qm,67,blue,14,1,3,58,1
Northern Lights,2024mndu2,qm,67,red,0,9,0,36,0
Northern Lights,2024mndu2,qm,68,blue,5,9,2,52,1
Northern Lights,2024mndu2,qm,68,red,1,8,0,48,0
Northern Lights,2024mndu2,qm,69,blue,4,9,4,67,1
Northern Lights,2024mndu2,qm,69,red,0,0,0,7,0
Northern Lights,2024mndu2,qm,7,blue,5,6,2,63,1
Northern Lights,2024mndu2,qm,7,red,3,4,1,37,0
Northern Lights,2024mndu2,qm,70,blue,3,11,2,83,1
Northern Lights,2024mndu2,qm,70,red,3,10,2,46,0
Northern Lights,2024mndu2,qm,71,blue,0,5,0,24,0
Northern Lights,2024mndu2,qm,71,red,6,11,5,99,1
Northern Lights,2024mndu2,qm,72,blue,0,2,0,13,0
Northern Lights,2024mndu2,qm,72,red,2,15,0,73,1
Northern Lights,2024mndu2,qm,73,blue,2,4,0,24,0
Northern Lights,2024mndu2,qm,73,red,1,2,0,51,1
Northern Lights,2024mndu2,qm,74,blue,3,6,1,43,0
Northern Lights,2024mndu2,qm,74,red,5,4,2,45,1
Northern Lights,2024mndu2,qm,75,blue,0,6,0,33,0
Northern Lights,2024mndu2,qm,75,red,4,6,0,34,1
Northern Lights,2024mndu2,qm,76,blue,7,3,6,67,1
Northern Lights,2024mndu2,qm,76,red,3,4,1,40,0
Northern Lights,2024mndu2,qm,77,blue,0,17,0,57,0
Northern Lights,2024mndu2,qm,77,red,0,12,0,60,1
Northern Lights,2024mndu2,qm,78,blue,6,1,1,29,0
Northern Lights,2024mndu2,qm,78,red,7,3,3,51,1
Northern Lights,2024mndu2,qm,79,blue,3,2,0,18,0
Northern Lights,2024mndu2,qm,79,red,0,6,0,24,1
Northern Lights,2024mndu2,qm,8,blue,0,4,0,41,1
Northern Lights,2024mndu2,qm,8,red,0,8,0,28,0
Northern Lights,2024mndu2,qm,80,blue,5,3,0,42,0
Northern Lights,2024mndu2,qm,80,red,1,9,0,60,1
Northern Lights,2024mndu2,qm,81,blue,5,8,1,58,0
Northern Lights,2024mndu2,qm,81,red,5,3,4,68,1
Northern Lights,2024mndu2,qm,82,blue,4,4,2,59,1
Northern Lights,2024mndu2,qm,82,red,0,7,0,35,0
Northern Lights,2024mndu2,qm,83,blue,1,2,0,12,0
Northern Lights,2024mndu2,qm,83,red,5,9,2,76,1
Northern Lights,2024mndu2,qm,9,blue,6,5,3,67,1
Northern Lights,2024mndu2,qm,9,red,0,4,0,17,0
Northern Lights,2024mndu2,sf,1,blue,4,6,3,67,0
Northern Lights,2024mndu2,sf,1,red,5,3,4,86,1
Northern Lights,2024mndu2,sf,1,blue,3,8,1,61,1
Northern Lights,2024mndu2,sf,1,red,4,6,4,58,0
Northern Lights,2024mndu2,sf,1,blue,2,4,0,44,0
Northern Lights,2024mndu2,sf,1,red,6,1,5,83,1
Northern Lights,2024mndu2,sf,1,blue,6,2,7,102,1
Northern Lights,2024mndu2,sf,1,red,3,3,1,37,0
Northern Lights,2024mndu2,sf,1,blue,4,4,2,41,0
Northern Lights,2024mndu2,sf,1,red,0,7,0,49,1
Northern Lights,2024mndu2,sf,1,blue,6,10,5,71,0
Northern Lights,2024mndu2,sf,1,red,3,7,2,82,1
Northern Lights,2024mndu2,sf,1,blue,4,1,0,34,0
Northern Lights,2024mndu2,sf,1,red,6,11,5,83,1
Northern Lights,2024mndu2,sf,1,blue,6,10,3,75,0
Northern Lights,2024mndu2,sf,1,red,6,5,6,96,1
Northern Lights,2024mndu2,sf,1,blue,5,1,3,60,1
Northern Lights,2024mndu2,sf,1,red,7,1,2,30,0
Northern Lights,2024mndu2,sf,1,blue,4,6,5,76,1
Northern Lights,2024mndu2,sf,1,red,8,5,5,75,0
Northern Lights,2024mndu2,sf,1,blue,3,5,2,59,0
Northern Lights,2024mndu2,sf,1,red,5,3,3,63,1
Northern Lights,2024mndu2,sf,1,blue,2,4,2,75,0
Northern Lights,2024mndu2,sf,1,red,6,6,6,88,1
Northern Lights,2024mndu2,sf,1,blue,5,4,5,74,1
Northern Lights,2024mndu2,sf,1,red,2,2,0,65,0
Regional Monterrey,2024mxmo,f,1,blue,4,5,2,61,1
Regional Monterrey,2024mxmo,f,1,red,4,3,1,58,0
Regional Monterrey,2024mxmo,f,2,blue,4,5,4,78,1
Regional Monterrey,2024mxmo,f,2,red,4,9,1,60,0
Regional Monterrey,2024mxmo,qm,1,blue,0,10,0,33,1
Regional Monterrey,2024mxmo,qm,1,red,0,5,0,27,0
Regional Monterrey,2024mxmo,qm,10,blue,0,6,0,36,1
Regional Monterrey,2024mxmo,qm,10,red,0,0,0,6,0
Regional Monterrey,2024mxmo,qm,11,blue,0,6,0,13,0
Regional Monterrey,2024mxmo,qm,11,red,0,10,0,60,1
Regional Monterrey,2024mxmo,qm,12,blue,0,8,0,44,1
Regional Monterrey,2024mxmo,qm,12,red,0,4,0,30,0
Regional Monterrey,2024mxmo,qm,13,blue,2,11,0,58,1
Regional Monterrey,2024mxmo,qm,13,red,5,6,1,41,0
Regional Monterrey,2024mxmo,qm,14,blue,3,2,1,34,0
Regional Monterrey,2024mxmo,qm,14,red,0,13,0,47,1
Regional Monterrey,2024mxmo,qm,15,blue,0,0,0,3,0
Regional Monterrey,2024mxmo,qm,15,red,3,6,1,41,1
Regional Monterrey,2024mxmo,qm,16,blue,0,14,0,42,1
Regional Monterrey,2024mxmo,qm,16,red,4,2,0,24,0
Regional Monterrey,2024mxmo,qm,17,blue,4,2,3,34,0
Regional Monterrey,2024mxmo,qm,17,red,2,11,1,41,1
Regional Monterrey,2024mxmo,qm,18,blue,1,14,0,54,1
Regional Monterrey,2024mxmo,qm,18,red,1,6,0,25,0
Regional Monterrey,2024mxmo,qm,19,blue,5,0,0,17,0
Regional Monterrey,2024mxmo,qm,19,red,0,9,0,46,1
Regional Monterrey,2024mxmo,qm,2,blue,2,15,0,54,1
Regional Monterrey,2024mxmo,qm,2,red,3,0,1,18,0
Regional Monterrey,2024mxmo,qm,20,blue,0,7,0,23,0
Regional Monterrey,2024mxmo,qm,20,red,2,6,0,34,1
Regional Monterrey,2024mxmo,qm,21,blue,1,8,0,54,1
Regional Monterrey,2024mxmo,qm,21,red,0,9,0,40,0
Regional Monterrey,2024mxmo,qm,22,blue,2,5,1,25,1
Regional Monterrey,2024mxmo,qm,22,red,5,3,1,23,0
Regional Monterrey,2024mxmo,qm,23,blue,5,1,1,22,1
Regional Monterrey,2024mxmo,qm,23,red,0,2,0,15,0
Regional Monterrey,2024mxmo,qm,24,blue,2,6,0,32,1
Regional Monterrey,2024mxmo,qm,24,red,2,1,0,10,0
Regional Monterrey,2024mxmo,qm,25,blue,5,1,2,27,1
Regional Monterrey,2024mxmo,qm,25,red,0,3,0,20,0
Regional Monterrey,2024mxmo,qm,26,blue,2,4,0,24,0
Regional Monterrey,2024mxmo,qm,26,red,1,7,0,38,1
Regional Monterrey,2024mxmo,qm,27,blue,2,11,0,44,0
Regional Monterrey,2024mxmo,qm,27,red,7,7,2,48,1
Regional Monterrey,2024mxmo,qm,28,blue,2,5,1,24,0
Regional Monterrey,2024mxmo,qm,28,red,0,6,0,40,1
Regional Monterrey,2024mxmo,qm,29,blue,0,3,0,16,0
Regional Monterrey,2024mxmo,qm,29,red,1,13,0,50,1
Regional Monterrey,2024mxmo,qm,3,blue,0,8,0,50,0
Regional Monterrey,2024mxmo,qm,3,red,3,6,0,51,1
Regional Monterrey,2024mxmo,qm,30,blue,2,11,1,49,1
Regional Monterrey,2024mxmo,qm,30,red,0,12,0,38,0
Regional Monterrey,2024mxmo,qm,31,blue,5,0,0,14,0
Regional Monterrey,2024mxmo,qm,31,red,4,4,1,28,1
Regional Monterrey,2024mxmo,qm,32,blue,5,5,2,45,0
Regional Monterrey,2024mxmo,qm,32,red,4,4,2,48,1
Regional Monterrey,2024mxmo,qm,33,blue,3,8,0,48,1
Regional Monterrey,2024mxmo,qm,33,red,1,12,0,47,0
Regional Monterrey,2024mxmo,qm,34,blue,5,1,0,45,0
Regional Monterrey,2024mxmo,qm,34,red,0,4,0,45,0
Regional Monterrey,2024mxmo,qm,35,blue,2,1,0,14,0
Regional Monterrey,2024mxmo,qm,35,red,0,2,0,37,1
Regional Monterrey,2024mxmo,qm,36,blue,7,6,4,60,1
Regional Monterrey,2024mxmo,qm,36,red,4,6,2,46,0
Regional Monterrey,2024mxmo,qm,37,blue,4,6,1,39,0
Regional Monterrey,2024mxmo,qm,37,red,1,6,0,45,1
Regional Monterrey,2024mxmo,qm,38,blue,4,6,1,40,0
Regional Monterrey,2024mxmo,qm,38,red,5,8,2,62,1
Regional Monterrey,2024mxmo,qm,39,blue,0,6,0,19,0
Regional Monterrey,2024mxmo,qm,39,red,0,16,0,45,1
Regional Monterrey,2024mxmo,qm,4,blue,2,0,0,9,0
Regional Monterrey,2024mxmo,qm,4,red,1,0,0,16,1
Regional Monterrey,2024mxmo,qm,40,blue,8,5,1,50,1
Regional Monterrey,2024mxmo,qm,40,red,0,5,0,16,0
Regional Monterrey,2024mxmo,qm,41,blue,0,0,0,3,0
Regional Monterrey,2024mxmo,qm,41,red,4,8,3,65,1
Regional Monterrey,2024mxmo,qm,42,blue,1,6,0,40,1
Regional Monterrey,2024mxmo,qm,42,red,0,7,0,25,0
Regional Monterrey,2024mxmo,qm,43,blue,5,4,1,33,1
Regional Monterrey,2024mxmo,qm,43,red,0,0,0,8,0
Regional Monterrey,2024mxmo,qm,44,blue,7,2,2,30,1
Regional Monterrey,2024mxmo,qm,44,red,0,3,0,15,0
Regional Monterrey,2024mxmo,qm,45,blue,1,13,0,59,1
Regional Monterrey,2024mxmo,qm,45,red,1,1,0,13,0
Regional Monterrey,2024mxmo,qm,46,blue,6,3,1,29,1
Regional Monterrey,2024mxmo,qm,46,red,0,3,0,20,0
Regional Monterrey,2024mxmo,qm,47,blue,0,5,0,27,0
Regional Monterrey,2024mxmo,qm,47,red,6,6,2,57,1
Regional Monterrey,2024mxmo,qm,48,blue,1,2,0,21,0
Regional Monterrey,2024mxmo,qm,48,red,0,7,0,41,1
Regional Monterrey,2024mxmo,qm,49,blue,0,0,0,12,0
Regional Monterrey,2024mxmo,qm,49,red,2,7,0,23,1
Regional Monterrey,2024mxmo,qm,5,blue,3,8,2,41,1
Regional Monterrey,2024mxmo,qm,5,red,4,2,0,23,0
Regional Monterrey,2024mxmo,qm,50,blue,1,8,0,27,0
Regional Monterrey,2024mxmo,qm,50,red,5,1,1,38,1
Regional Monterrey,2024mxmo,qm,51,blue,0,5,0,29,1
Regional Monterrey,2024mxmo,qm,51,red,1,7,0,21,0
Regional Monterrey,2024mxmo,qm,52,blue,0,11,0,54,1
Regional Monterrey,2024mxmo,qm,52,red,0,0,0,15,0
Regional Monterrey,2024mxmo,qm,53,blue,6,1,2,31,0
Regional Monterrey,2024mxmo,qm,53,red,3,10,0,38,1
Regional Monterrey,2024mxmo,qm,54,blue,2,5,0,35,1
Regional Monterrey,2024mxmo,qm,54,red,1,1,0,19,0
Regional Monterrey,2024mxmo,qm,55,blue,3,9,0,28,1
Regional Monterrey,2024mxmo,qm,55,red,0,6,0,26,0
Regional Monterrey,2024mxmo,qm,56,blue,0,2,0,10,0
Regional Monterrey,2024mxmo,qm,56,red,6,7,1,63,1
Regional Monterrey,2024mxmo,qm,57,blue,0,10,0,53,1
Regional Monterrey,2024mxmo,qm,57,red,0,9,0,39,0
Regional Monterrey,2024mxmo,qm,58,blue,2,12,0,57,1
Regional Monterrey,2024mxmo,qm,58,red,0,1,0,11,0
Regional Monterrey,2024mxmo,qm,59,blue,0,5,0,27,0
Regional Monterrey,2024mxmo,qm,59,red,5,9,0,40,1
Regional Monterrey,2024mxmo,qm,6,blue,4,6,2,48,1
Regional Monterrey,2024mxmo,qm,6,red,0,5,0,16,0
Regional Monterrey,2024mxmo,qm,60,blue,1,0,0,14,0
Regional Monterrey,2024mxmo,qm,60,red,0,11,0,39,1
Regional Monterrey,2024mxmo,qm,61,blue,1,11,0,48,0
Regional Monterrey,2024mxmo,qm,61,red,8,3,4,81,1
Regional Monterrey,2024mxmo,qm,62,blue,0,7,0,50,1
Regional Monterrey,2024mxmo,qm,62,red,6,4,1,40,0
Regional Monterrey,2024mxmo,qm,63,blue,0,3,0,26,1
Regional Monterrey,2024mxmo,qm,63,red,4,3,0,21,0
Regional Monterrey,2024mxmo,qm,64,blue,5,5,0,54,1
Regional Monterrey,2024mxmo,qm,64,red,2,4,0,22,0
Regional Monterrey,2024mxmo,qm,65,blue,4,4,4,60,1
Regional Monterrey,2024mxmo,qm,65,red,0,7,0,31,0
Regional Monterrey,2024mxmo,qm,66,blue,0,6,0,19,0
Regional Monterrey,2024mxmo,qm,66,red,0,15,0,72,1
Regional Monterrey,2024mxmo,qm,67,blue,3,6,1,29,0
Regional Monterrey,2024mxmo,qm,67,red,4,11,4,70,1
Regional Monterrey,2024mxmo,qm,68,blue,0,0,0,11,0
Regional Monterrey,2024mxmo,qm,68,red,0,7,0,32,1
Regional Monterrey,2024mxmo,qm,69,blue,7,9,3,58,1
Regional Monterrey,2024mxmo,qm,69,red,2,0,0,12,0
Regional Monterrey,2024mxmo,qm,7,blue,6,0,3,44,1
Regional Monterrey,2024mxmo,qm,7,red,3,3,1,43,0
Regional Monterrey,2024mxmo,qm,70,blue,1,12,0,42,0
Regional Monterrey,2024mxmo,qm,70,red,2,7,1,48,1
Regional Monterrey,2024mxmo,qm,71,blue,0,4,0,17,0
Regional Monterrey,2024mxmo,qm,71,red,0,6,0,27,1
Regional Monterrey,2024mxmo,qm,72,blue,7,0,5,55,1
Regional Monterrey,2024mxmo,qm,72,red,5,3,1,40,0
Regional Monterrey,2024mxmo,qm,73,blue,0,1,0,24,0
Regional Monterrey,2024mxmo,qm,73,red,1,11,0,65,1
Regional Monterrey,2024mxmo,qm,74,blue,0,10,0,48,1
Regional Monterrey,2024mxmo,qm,74,red,6,5,2,41,0
Regional Monterrey,2024mxmo,qm,8,blue,0,8,0,40,0
Regional Monterrey,2024mxmo,qm,8,red,4,2,3,41,1
Regional Monterrey,2024mxmo,qm,9,blue,4,2,0,24,0
Regional Monterrey,2024mxmo,qm,9,red,5,5,1,39,1
Regional Monterrey,2024mxmo,sf,1,blue,0,3,0,30,0
Regional Monterrey,2024mxmo,sf,1,red,6,3,4,55,1
Regional Monterrey,2024mxmo,sf,1,blue,4,9,1,53,0
Regional Monterrey,2024mxmo,sf,1,red,6,7,5,86,1
Regional Monterrey,2024mxmo,sf,1,blue,6,7,1,62,1
Regional Monterrey,2024mxmo,sf,1,red,6,1,3,42,0
Regional Monterrey,2024mxmo,sf,1,blue,3,5,1,45,0
Regional Monterrey,2024mxmo,sf,1,red,4,8,5,91,1
Regional Monterrey,2024mxmo,sf,1,blue,4,1,2,29,0
Regional Monterrey,2024mxmo,sf,1,red,6,3,6,75,1
Regional Monterrey,2024mxmo,sf,1,blue,3,2,2,35,0
Regional Monterrey,2024mxmo,sf,1,red,4,5,2,60,1
Regional Monterrey,2024mxmo,sf,1,blue,4,2,1,30,0
Regional Monterrey,2024mxmo,sf,1,red,0,12,0,34,1
Regional Monterrey,2024mxmo,sf,1,blue,0,9,0,37,0
Regional Monterrey,2024mxmo,sf,1,red,7,3,4,61,1
Regional Monterrey,2024mxmo,sf,1,blue,5,5,4,64,1
Regional Monterrey,2024mxmo,sf,1,red,2,4,1,30,0
Regional Monterrey,2024mxmo,sf,1,blue,0,5,0,36,0
Regional Monterrey,2024mxmo,sf,1,red,4,4,2,41,1
Regional Monterrey,2024mxmo,sf,1,blue,5,5,2,57,0
Regional Monterrey,2024mxmo,sf,1,red,8,6,4,74,1
Regional Monterrey,2024mxmo,sf,1,blue,7,0,3,36,0
Regional Monterrey,2024mxmo,sf,1,red,5,8,2,76,1
Regional Monterrey,2024mxmo,sf,1,blue,5,6,2,46,0
Regional Monterrey,2024mxmo,sf,1,red,4,7,2,63,1
Orange County,2024ncwak,f,1,blue,4,5,4,65,0
Orange County,2024ncwak,f,1,red,6,5,5,73,1
Orange County,2024ncwak,f,2,blue,4,6,3,63,0
Orange County,2024ncwak,f,2,red,6,6,3,85,1
Orange County,2024ncwak,qm,1,blue,2,0,1,30,1
Orange County,2024ncwak,qm,1,red,0,0,0,13,0
Orange County,2024ncwak,qm,10,blue,4,4,1,30,1
Orange County,2024ncwak,qm,10,red,1,5,0,14,0
Orange County,2024ncwak,qm,11,blue,5,4,1,37,1
Orange County,2024ncwak,qm,11,red,0,8,0,32,0
Orange County,2024ncwak,qm,12,blue,1,2,0,15,0
Orange County,2024ncwak,qm,12,red,1,5,0,35,1
Orange County,2024ncwak,qm,13,blue,4,1,0,19,1
Orange County,2024ncwak,qm,13,red,0,0,0,10,0
Orange County,2024ncwak,qm,14,blue,5,2,1,22,0
Orange County,2024ncwak,qm,14,red,0,1,0,26,1
Orange County,2024ncwak,qm,15,blue,0,9,0,55,1
Orange County,2024ncwak,qm,15,red,2,1,1,17,0
Orange County,2024ncwak,qm,16,blue,3,3,0,23,1
Orange County,2024ncwak,qm,16,red,1,5,0,21,0
Orange County,2024ncwak,qm,17,blue,0,5,0,17,0
Orange County,2024ncwak,qm,17,red,2,11,0,44,1
Orange County,2024ncwak,qm,18,blue,1,8,0,28,1
Orange County,2024ncwak,qm,18,red,0,1,0,11,0
Orange County,2024ncwak,qm,19,blue,2,2,0,18,0
Orange County,2024ncwak,qm,19,red,0,10,0,29,1
Orange County,2024ncwak,qm,2,blue,0,0,0,1,0
Orange County,2024ncwak,qm,2,red,3,9,0,36,1
Orange County,2024ncwak,qm,20,blue,6,0,0,32,0
Orange County,2024ncwak,qm,20,red,0,3,0,33,1
Orange County,2024ncwak,qm,21,blue,0,4,0,28,1
Orange County,2024ncwak,qm,21,red,1,1,0,7,0
Orange County,2024ncwak,qm,22,blue,0,0,0,2,0
Orange County,2024ncwak,qm,22,red,8,1,3,32,1
Orange County,2024ncwak,qm,23,blue,0,2,0,13,0
Orange County,2024ncwak,qm,23,red,4,4,2,43,1
Orange County,2024ncwak,qm,24,blue,3,3,0,45,1
Orange County,2024ncwak,qm,24,red,1,2,0,10,0
Orange County,2024ncwak,qm,25,blue,6,1,0,15,0
Orange County,2024ncwak,qm,25,red,3,6,1,42,1
Orange County,2024ncwak,qm,26,blue,0,0,0,4,0
Orange County,2024ncwak,qm,26,red,0,12,0,46,1
Orange County,2024ncwak,qm,27,blue,4,1,0,20,0
Orange County,2024ncwak,qm,27,red,5,6,3,61,1
Orange County,2024ncwak,qm,28,blue,0,2,0,16,0
Orange County,2024ncwak,qm,28,red,6,1,0,25,1
Orange County,2024ncwak,qm,29,blue,0,20,0,65,1
Orange County,2024ncwak,qm,29,red,0,1,0,12,0
Orange County,2024ncwak,qm,3,blue,3,6,0,32,1
Orange County,2024ncwak,qm,3,red,0,0,0,15,0
Orange County,2024ncwak,qm,30,blue,4,1,2,39,1
Orange County,2024ncwak,qm,30,red,0,4,0,13,0
Orange County,2024ncwak,qm,31,blue,3,0,0,5,0
Orange County,2024ncwak,qm,31,red,0,7,0,21,1
Orange County,2024ncwak,qm,32,blue,0,2,0,16,0
Orange County,2024ncwak,qm,32,red,3,3,0,26,1
Orange County,2024ncwak,qm,33,blue,0,7,0,37,0
Orange County,2024ncwak,qm,33,red,0,7,0,43,1
Orange County,2024ncwak,qm,34,blue,4,2,1,35,0
Orange County,2024ncwak,qm,34,red,2,12,0,52,1
Orange County,2024ncwak,qm,35,blue,2,3,0,27,1
Orange County,2024ncwak,qm,35,red,0,7,0,23,0
Orange County,2024ncwak,qm,36,blue,0,17,0,56,1
Orange County,2024ncwak,qm,36,red,0,0,0,4,0
Orange County,2024ncwak,qm,37,blue,4,12,1,59,1
Orange County,2024ncwak,qm,37,red,3,1,0,17,0
Orange County,2024ncwak,qm,38,blue,0,11,0,27,1
Orange County,2024ncwak,qm,38,red,0,3,0,18,0
Orange County,2024ncwak,qm,39,blue,2,7,0,30,1
Orange County,2024ncwak,qm,39,red,4,1,0,19,0
Orange County,2024ncwak,qm,4,blue,2,0,1,19,0
Orange County,2024ncwak,qm,4,red,3,3,0,33,1
Orange County,2024ncwak,qm,40,blue,0,4,0,19,0
Orange County,2024ncwak,qm,40,red,3,6,1,63,1
Orange County,2024ncwak,qm,41,blue,0,2,0,18,0
Orange County,2024ncwak,qm,41,red,0,6,0,73,1
Orange County,2024ncwak,qm,42,blue,4,13,3,70,1
Orange County,2024ncwak,qm,42,red,2,9,0,41,0
Orange County,2024ncwak,qm,43,blue,3,8,2,42,1
Orange County,2024ncwak,qm,43,red,7,0,0,14,0
Orange County,2024ncwak,qm,44,blue,5,5,5,58,1
Orange County,2024ncwak,qm,44,red,3,6,1,33,0
Orange County,2024ncwak,qm,45,blue,0,1,0,10,0
Orange County,2024ncwak,qm,45,red,5,3,1,30,1
Orange County,2024ncwak,qm,46,blue,0,4,0,28,0
Orange County,2024ncwak,qm,46,red,4,10,2,61,1
Orange County,2024ncwak,qm,47,blue,1,12,0,56,1
Orange County,2024ncwak,qm,47,red,0,1,0,10,0
Orange County,2024ncwak,qm,48,blue,6,6,0,57,1
Orange County,2024ncwak,qm,48,red,0,7,0,32,0
Orange County,2024ncwak,qm,49,blue,0,11,0,34,0
Orange County,2024ncwak,qm,49,red,4,2,0,35,1
Orange County,2024ncwak,qm,5,blue,0,8,0,74,1
Orange County,2024ncwak,qm,5,red,4,4,0,20,0
Orange County,2024ncwak,qm,50,blue,0,4,0,15,1
Orange County,2024ncwak,qm,50,red,1,2,0,10,0
Orange County,2024ncwak,qm,51,blue,0,0,0,20,0
Orange County,2024ncwak,qm,51,red,6,2,2,37,1
Orange County,2024ncwak,qm,52,blue,3,7,1,45,0
Orange County,2024ncwak,qm,52,red,2,5,1,55,1
Orange County,2024ncwak,qm,53,blue,0,3,0,8,0
Orange County,2024ncwak,qm,53,red,3,2,2,34,1
Orange County,2024ncwak,qm,54,blue,3,7,0,55,1
Orange County,2024ncwak,qm,54,red,0,3,0,25,0
Orange County,2024ncwak,qm,55,blue,0,5,0,48,1
Orange County,2024ncwak,qm,55,red,1,8,0,33,0
Orange County,2024ncwak,qm,56,blue,0,11,0,44,0
