EventName,EventKey,MatchLevel,MatchNumber,Alliance,TeleopAmpCount,TeleopSpeakerUnAmplifiedCount,TeleopSpeakerAmplifiedCount,Points,Win
ISR #1,2024isde1,qm,24,red,2,8,1,53,1
ISR #1,2024isde1,qm,25,blue,0,7,0,36,1
ISR #1,2024isde1,qm,25,red,0,4,0,19,0
ISR #1,2024isde1,qm,26,blue,5,2,1,32,0
ISR #1,2024isde1,qm,26,red,6,3,3,42,1
ISR #1,2024isde1,qm,27,blue,1,4,0,12,0
ISR #1,2024isde1,qm,27,red,2,14,2,60,1
ISR #1,2024isde1,qm,28,blue,1,8,0,40,1
ISR #1,2024isde1,qm,28,red,5,5,1,29,0
ISR #1,2024isde1,qm,29,blue,0,13,0,58,1
ISR #1,2024isde1,qm,29,red,0,9,0,40,0
ISR #1,2024isde1,qm,3,blue,3,10,0,36,1
ISR #1,2024isde1,qm,3,red,2,5,0,15,0
ISR #1,2024isde1,qm,30,blue,2,8,0,53,0
ISR #1,2024isde1,qm,30,red,7,5,4,68,1
ISR #1,2024isde1,qm,31,blue,0,6,0,35,0
ISR #1,2024isde1,qm,31,red,9,4,2,45,1
ISR #1,2024isde1,qm,32,blue,3,10,1,77,0
ISR #1,2024isde1,qm,32,red,7,3,4,83,1
ISR #1,2024isde1,qm,33,blue,2,12,1,44,1
ISR #1,2024isde1,qm,33,red,0,0,0,18,0
ISR #1,2024isde1,qm,34,blue,3,6,0,22,0
ISR #1,2024isde1,qm,34,red,0,7,0,44,1
ISR #1,2024isde1,qm,35,blue,8,7,4,75,1
ISR #1,2024isde1,qm,35,red,1,5,0,40,0
ISR #1,2024isde1,qm,36,blue,1,5,0,25,0
ISR #1,2024isde1,qm,36,red,2,2,1,32,1
ISR #1,2024isde1,qm,37,blue,0,9,0,23,0
ISR #1,2024isde1,qm,37,red,7,2,2,46,1
ISR #1,2024isde1,qm,38,blue,3,8,0,31,1
ISR #1,2024isde1,qm,38,red,4,7,1,30,0
ISR #1,2024isde1,qm,39,blue,2,11,2,78,1
ISR #1,2024isde1,qm,39,red,2,9,2,64,0
ISR #1,2024isde1,qm,4,blue,1,6,0,23,0
ISR #1,2024isde1,qm,4,red,4,8,1,58,1
ISR #1,2024isde1,qm,40,blue,7,2,5,73,1
ISR #1,2024isde1,qm,40,red,4,12,1,42,0
ISR #1,2024isde1,qm,41,blue,6,7,3,88,1
ISR #1,2024isde1,qm,41,red,1,5,0,27,0
ISR #1,2024isde1,qm,42,blue,6,2,2,33,0
ISR #1,2024isde1,qm,42,red,5,9,3,64,1
ISR #1,2024isde1,qm,43,blue,0,1,0,25,0
ISR #1,2024isde1,qm,43,red,5,7,3,83,1
ISR #1,2024isde1,qm,44,blue,0,6,0,29,0
ISR #1,2024isde1,qm,44,red,1,10,0,51,1
ISR #1,2024isde1,qm,45,blue,5,4,0,42,0
ISR #1,2024isde1,qm,45,red,1,14,0,47,1
ISR #1,2024isde1,qm,46,blue,0,8,0,31,0
ISR #1,2024isde1,qm,46,red,4,7,0,63,1
ISR #1,2024isde1,qm,47,blue,6,0,2,30,0
ISR #1,2024isde1,qm,47,red,4,9,2,60,1
ISR #1,2024isde1,qm,48,blue,4,0,1,27,0
ISR #1,2024isde1,qm,48,red,0,12,0,49,1
ISR #1,2024isde1,qm,49,blue,10,1,4,75,1
ISR #1,2024isde1,qm,49,red,2,7,0,50,0
ISR #1,2024isde1,qm,5,blue,5,5,1,46,1
ISR #1,2024isde1,qm,5,red,4,12,0,40,0
ISR #1,2024isde1,qm,50,blue,0,15,0,38,0
ISR #1,2024isde1,qm,50,red,6,10,2,91,1
ISR #1,2024isde1,qm,51,blue,2,11,1,52,1
ISR #1,2024isde1,qm,51,red,1,2,0,11,0
ISR #1,2024isde1,qm,52,blue,3,7,0,38,0
ISR #1,2024isde1,qm,52,red,7,3,1,61,1
ISR #1,2024isde1,qm,53,blue,2,14,0,53,0
ISR #1,2024isde1,qm,53,red,6,10,3,59,1
ISR #1,2024isde1,qm,54,blue,2,0,1,33,0
ISR #1,2024isde1,qm,54,red,2,4,1,37,1
ISR #1,2024isde1,qm,55,blue,3,1,1,25,0
ISR #1,2024isde1,qm,55,red,6,7,7,98,1
ISR #1,2024isde1,qm,56,blue,2,5,2,51,1
ISR #1,2024isde1,qm,56,red,1,4,0,36,0
ISR #1,2024isde1,qm,57,blue,0,14,0,41,0
ISR #1,2024isde1,qm,57,red,10,3,5,66,1
ISR #1,2024isde1,qm,58,blue,0,5,0,27,0
ISR #1,2024isde1,qm,58,red,4,2,1,44,1
ISR #1,2024isde1,qm,59,blue,2,3,0,31,0
ISR #1,2024isde1,qm,59,red,0,13,0,40,1
ISR #1,2024isde1,qm,6,blue,2,4,0,31,0
ISR #1,2024isde1,qm,6,red,0,6,0,33,1
ISR #1,2024isde1,qm,60,blue,3,7,2,94,1
ISR #1,2024isde1,qm,60,red,5,1,2,23,0
ISR #1,2024isde1,qm,61,blue,5,12,4,71,1
ISR #1,2024isde1,qm,61,red,4,6,2,44,0
ISR #1,2024isde1,qm,62,blue,7,7,3,73,0
ISR #1,2024isde1,qm,62,red,7,4,6,95,1
ISR #1,2024isde1,qm,7,blue,3,6,2,44,1
ISR #1,2024isde1,qm,7,red,1,4,0,13,0
ISR #1,2024isde1,qm,8,blue,2,1,0,38,1
ISR #1,2024isde1,qm,8,red,1,9,0,36,0
ISR #1,2024isde1,qm,9,blue,4,10,4,71,1
ISR #1,2024isde1,qm,9,red,0,10,0,43,0
ISR #1,2024isde1,sf,1,blue,6,3,3,64,0
ISR #1,2024isde1,sf,1,red,6,2,6,75,1
ISR #1,2024isde1,sf,1,blue,8,6,6,92,0
ISR #1,2024isde1,sf,1,red,8,8,9,98,1
ISR #1,2024isde1,sf,1,blue,6,3,3,50,0
ISR #1,2024isde1,sf,1,red,4,1,2,50,0
ISR #1,2024isde1,sf,1,blue,0,4,0,23,0
ISR #1,2024isde1,sf,1,red,8,7,4,88,1
ISR #1,2024isde1,sf,1,blue,0,11,0,36,0
ISR #1,2024isde1,sf,1,red,8,9,8,126,1
ISR #1,2024isde1,sf,1,blue,0,9,0,37,0
ISR #1,2024isde1,sf,1,red,4,4,1,83,1
ISR #1,2024isde1,sf,1,blue,1,3,0,52,0
ISR #1,2024isde1,sf,1,red,7,0,2,63,1
ISR #1,2024isde1,sf,1,blue,6,4,1,38,0
ISR #1,2024isde1,sf,1,red,8,3,1,74,1
ISR #1,2024isde1,sf,1,blue,7,1,5,65,1
ISR #1,2024isde1,sf,1,red,6,6,1,54,0
ISR #1,2024isde1,sf,1,blue,7,7,4,94,1
ISR #1,2024isde1,sf,1,red,2,6,1,40,0
ISR #1,2024isde1,sf,1,blue,0,9,0,56,0
ISR #1,2024isde1,sf,1,red,10,5,11,117,1
ISR #1,2024isde1,sf,1,blue,6,5,6,80,1
ISR #1,2024isde1,sf,1,red,4,0,1,59,0
ISR #1,2024isde1,sf,1,blue,7,4,4,75,1
ISR #1,2024isde1,sf,1,red,0,10,0,44,0
ISR #2,2024isde2,f,1,blue,4,8,4,79,0
ISR #2,2024isde2,f,1,red,2,12,1,82,1
ISR #2,2024isde2,f,2,blue,6,6,4,59,0
ISR #2,2024isde2,f,2,red,2,10,1,66,1
ISR #2,2024isde2,qm,1,blue,5,0,0,14,0
ISR #2,2024isde2,qm,1,red,0,5,0,62,1
ISR #2,2024isde2,qm,10,blue,2,1,0,21,0
ISR #2,2024isde2,qm,10,red,5,5,5,63,1
ISR #2,2024isde2,qm,11,blue,0,0,0,3,0
ISR #2,2024isde2,qm,11,red,8,6,2,79,1
ISR #2,2024isde2,qm,12,blue,6,9,4,57,1
ISR #2,2024isde2,qm,12,red,2,1,1,37,0
ISR #2,2024isde2,qm,13,blue,6,8,2,72,1
ISR #2,2024isde2,qm,13,red,2,3,0,31,0
ISR #2,2024isde2,qm,14,blue,3,10,1,60,1
ISR #2,2024isde2,qm,14,red,2,10,1,58,0
ISR #2,2024isde2,qm,15,blue,2,12,0,49,1
ISR #2,2024isde2,qm,15,red,1,1,0,9,0
ISR #2,2024isde2,qm,16,blue,3,6,1,39,0
ISR #2,2024isde2,qm,16,red,5,5,3,56,1
ISR #2,2024isde2,qm,17,blue,0,13,0,45,1
ISR #2,2024isde2,qm,17,red,4,7,1,36,0
ISR #2,2024isde2,qm,18,blue,2,7,1,77,1
ISR #2,2024isde2,qm,18,red,3,8,1,58,0
ISR #2,2024isde2,qm,19,blue,2,3,1,27,0
ISR #2,2024isde2,qm,19,red,0,9,0,34,1
ISR #2,2024isde2,qm,2,blue,3,3,0,35,0
ISR #2,2024isde2,qm,2,red,6,5,3,59,1
ISR #2,2024isde2,qm,20,blue,7,7,3,69,1
ISR #2,2024isde2,qm,20,red,0,7,0,42,0
ISR #2,2024isde2,qm,21,blue,0,13,0,67,1
ISR #2,2024isde2,qm,21,red,0,6,0,45,0
ISR #2,2024isde2,qm,22,blue,6,2,0,31,1
ISR #2,2024isde2,qm,22,red,1,7,0,30,0
ISR #2,2024isde2,qm,23,blue,6,4,2,60,1
ISR #2,2024isde2,qm,23,red,1,3,0,43,0
ISR #2,2024isde2,qm,24,blue,0,8,0,39,0
ISR #2,2024isde2,qm,24,red,8,5,5,77,1
ISR #2,2024isde2,qm,25,blue,3,6,1,53,1
ISR #2,2024isde2,qm,25,red,5,6,3,46,0
ISR #2,2024isde2,qm,26,blue,0,3,0,30,1
ISR #2,2024isde2,qm,26,red,0,1,0,15,0
ISR #2,2024isde2,qm,27,blue,3,9,2,71,1
ISR #2,2024isde2,qm,27,red,2,1,0,11,0
ISR #2,2024isde2,qm,28,blue,5,6,2,72,1
ISR #2,2024isde2,qm,28,red,3,9,1,56,0
ISR #2,2024isde2,qm,29,blue,1,6,0,30,0
ISR #2,2024isde2,qm,29,red,0,12,0,54,1
ISR #2,2024isde2,qm,3,blue,3,8,1,62,1
ISR #2,2024isde2,qm,3,red,5,5,3,56,0
ISR #2,2024isde2,qm,30,blue,3,9,1,38,0
ISR #2,2024isde2,qm,30,red,6,3,2,38,0
ISR #2,2024isde2,qm,31,blue,0,13,0,45,1
ISR #2,2024isde2,qm,31,red,6,0,0,12,0
ISR #2,2024isde2,qm,32,blue,1,4,0,32,0
ISR #2,2024isde2,qm,32,red,3,9,2,63,1
ISR #2,2024isde2,qm,33,blue,0,9,0,37,1
ISR #2,2024isde2,qm,33,red,2,5,0,31,0
ISR #2,2024isde2,qm,34,blue,0,5,0,28,0
ISR #2,2024isde2,qm,34,red,3,8,2,48,1
ISR #2,2024isde2,qm,35,blue,0,3,0,18,0
ISR #2,2024isde2,qm,35,red,5,4,2,94,1
ISR #2,2024isde2,qm,36,blue,0,0,0,5,0
ISR #2,2024isde2,qm,36,red,1,4,0,32,1
ISR #2,2024isde2,qm,37,blue,6,8,3,89,1
ISR #2,2024isde2,qm,37,red,5,8,1,49,0
ISR #2,2024isde2,qm,38,blue,5,7,2,45,0
ISR #2,2024isde2,qm,38,red,3,9,2,59,1
ISR #2,2024isde2,qm,39,blue,0,0,0,11,0
ISR #2,2024isde2,qm,39,red,1,4,0,36,1
ISR #2,2024isde2,qm,4,blue,5,3,2,44,0
ISR #2,2024isde2,qm,4,red,2,7,0,51,1
ISR #2,2024isde2,qm,40,blue,2,7,1,42,0
ISR #2,2024isde2,qm,40,red,5,2,5,59,1
ISR #2,2024isde2,qm,41,blue,8,2,4,53,1
ISR #2,2024isde2,qm,41,red,1,5,0,44,0
ISR #2,2024isde2,qm,42,blue,2,9,0,34,1
ISR #2,2024isde2,qm,42,red,0,10,0,27,0
ISR #2,2024isde2,qm,43,blue,0,9,0,59,1
ISR #2,2024isde2,qm,43,red,0,2,0,33,0
ISR #2,2024isde2,qm,44,blue,0,11,0,33,0
ISR #2,2024isde2,qm,44,red,4,10,1,77,1
ISR #2,2024isde2,qm,45,blue,4,6,0,45,1
ISR #2,2024isde2,qm,45,red,1,13,0,43,0
ISR #2,2024isde2,qm,46,blue,6,4,5,57,1
ISR #2,2024isde2,qm,46,red,0,10,0,43,0
ISR #2,2024isde2,qm,47,blue,0,1,0,28,0
ISR #2,2024isde2,qm,47,red,0,9,0,56,1
ISR #2,2024isde2,qm,48,blue,1,0,0,12,0
ISR #2,2024isde2,qm,48,red,1,15,0,64,1
ISR #2,2024isde2,qm,49,blue,0,5,0,32,0
ISR #2,2024isde2,qm,49,red,0,12,0,45,1
ISR #2,2024isde2,qm,5,blue,0,5,0,24,0
ISR #2,2024isde2,qm,5,red,0,9,0,31,1
ISR #2,2024isde2,qm,50,blue,7,6,2,52,0
ISR #2,2024isde2,qm,50,red,3,5,2,78,1
ISR #2,2024isde2,qm,51,blue,3,2,1,38,0
ISR #2,2024isde2,qm,51,red,1,13,0,60,1
ISR #2,2024isde2,qm,52,blue,4,6,1,53,1
ISR #2,2024isde2,qm,52,red,0,9,0,46,0
ISR #2,2024isde2,qm,53,blue,5,1,5,73,1
ISR #2,2024isde2,qm,53,red,0,13,0,52,0
ISR #2,2024isde2,qm,54,blue,4,5,1,39,0
ISR #2,2024isde2,qm,54,red,7,10,2,72,1
ISR #2,2024isde2,qm,55,blue,0,14,0,42,1
ISR #2,2024isde2,qm,55,red,0,0,0,15,0
ISR #2,2024isde2,qm,56,blue,3,4,1,44,0
ISR #2,2024isde2,qm,56,red,5,6,5,94,1
ISR #2,2024isde2,qm,57,blue,0,11,0,53,0
ISR #2,2024isde2,qm,57,red,4,9,2,73,1
ISR #2,2024isde2,qm,58,blue,0,7,0,34,0
ISR #2,2024isde2,qm,58,red,0,15,0,50,1
ISR #2,2024isde2,qm,59,blue,5,4,2,55,1
ISR #2,2024isde2,qm,59,red,0,6,0,40,0
ISR #2,2024isde2,qm,6,blue,4,11,1,61,1
ISR #2,2024isde2,qm,6,red,0,12,0,45,0
ISR #2,2024isde2,qm,60,blue,1,3,0,30,1
ISR #2,2024isde2,qm,60,red,0,1,0,17,0
ISR #2,2024isde2,qm,7,blue,4,2,1,25,0
ISR #2,2024isde2,qm,7,red,12,3,4,58,1
ISR #2,2024isde2,qm,8,blue,1,3,0,33,1
ISR #2,2024isde2,qm,8,red,0,0,0,11,0
ISR #2,2024isde2,qm,9,blue,1,12,0,43,1
ISR #2,2024isde2,qm,9,red,3,2,0,28,0
ISR #2,2024isde2,sf,1,blue,2,3,2,57,0
ISR #2,2024isde2,sf,1,red,9,1,11,87,1
ISR #2,2024isde2,sf,1,blue,6,6,5,75,0
ISR #2,2024isde2,sf,1,red,4,7,5,92,1
ISR #2,2024isde2,sf,1,blue,7,5,3,53,0
ISR #2,2024isde2,sf,1,red,9,4,4,64,1
ISR #2,2024isde2,sf,1,blue,6,5,5,57,0
ISR #2,2024isde2,sf,1,red,6,5,1,61,1
ISR #2,2024isde2,sf,1,blue,0,2,0,20,0
ISR #2,2024isde2,sf,1,red,2,7,1,57,1
ISR #2,2024isde2,sf,1,blue,0,13,0,42,0
ISR #2,2024isde2,sf,1,red,4,6,2,55,1
ISR #2,2024isde2,sf,1,blue,3,7,0,50,0
ISR #2,2024isde2,sf,1,red,4,4,3,55,1
ISR #2,2024isde2,sf,1,blue,7,5,4,54,0
ISR #2,2024isde2,sf,1,red,4,6,2,72,1
ISR #2,2024isde2,sf,1,blue,2,14,1,55,1
ISR #2,2024isde2,sf,1,red,0,6,0,33,0
ISR #2,2024isde2,sf,1,blue,1,8,0,44,1
ISR #2,2024isde2,sf,1,red,0,0,0,23,0
ISR #2,2024isde2,sf,1,blue,0,9,0,48,0
ISR #2,2024isde2,sf,1,red,3,7,2,72,1
ISR #2,2024isde2,sf,1,blue,6,2,4,68,1
ISR #2,2024isde2,sf,1,red,3,0,1,40,0
ISR #2,2024isde2,sf,1,blue,7,6,5,70,1
ISR #2,2024isde2,sf,1,red,4,4,2,38,0
Battle Creek,2024mibat,f,1,blue,4,4,4,56,0
Battle Creek,2024mibat,f,1,red,5,7,4,58,1
Battle Creek,2024mibat,f,2,blue,4,5,3,52,0
Battle Creek,2024mibat,f,2,red,4,8,4,81,1
Battle Creek,2024mibat,qm,1,blue,1,0,0,12,0
Battle Creek,2024mibat,qm,1,red,5,2,1,27,1
Battle Creek,2024mibat,qm,10,blue,3,10,1,42,1
Battle Creek,2024mibat,qm,10,red,1,4,0,18,0
Battle Creek,2024mibat,qm,11,blue,0,1,0,22,0
Battle Creek,2024mibat,qm,11,red,0,5,0,42,1
Battle Creek,2024mibat,qm,12,blue,2,8,1,61,1
Battle Creek,2024mibat,qm,12,red,0,0,0,6,0
Battle Creek,2024mibat,qm,13,blue,0,4,0,19,0
Battle Creek,2024mibat,qm,13,red,3,5,1,37,1
Battle Creek,2024mibat,qm,14,blue,0,6,0,34,0
Battle Creek,2024mibat,qm,14,red,3,11,1,54,1
Battle Creek,2024mibat,qm,15,blue,3,0,0,13,0
Battle Creek,2024mibat,qm,15,red,3,2,0,37,1
Battle Creek,2024mibat,qm,16,blue,0,4,0,24,1
Battle Creek,2024mibat,qm,16,red,3,0,0,14,0
Battle Creek,2024mibat,qm,17,blue,4,1,1,45,1
Battle Creek,2024mibat,qm,17,red,1,5,0,31,0
Battle Creek,2024mibat,qm,18,blue,0,17,0,60,1
Battle Creek,2024mibat,qm,18,red,6,7,1,45,0
Battle Creek,2024mibat,qm,19,blue,0,10,0,29,0
Battle Creek,2024mibat,qm,19,red,0,8,0,37,1
Battle Creek,2024mibat,qm,2,blue,3,7,0,33,0
Battle Creek,2024mibat,qm,2,red,6,4,2,45,1
Battle Creek,2024mibat,qm,20,blue,1,12,0,58,1
Battle Creek,2024mibat,qm,20,red,4,1,1,38,0
Battle Creek,2024mibat,qm,21,blue,1,4,0,30,1
Battle Creek,2024mibat,qm,21,red,1,0,0,18,0
Battle Creek,2024mibat,qm,22,blue,3,7,2,62,1
Battle Creek,2024mibat,qm,22,red,3,10,2,49,0
Battle Creek,2024mibat,qm,23,blue,5,1,1,23,0
Battle Creek,2024mibat,qm,23,red,2,6,0,23,0
Battle Creek,2024mibat,qm,24,blue,0,2,0,15,0
Battle Creek,2024mibat,qm,24,red,5,1,2,41,1
Battle Creek,2024mibat,qm,25,blue,1,11,0,39,0
Battle Creek,2024mibat,qm,25,red,1,11,0,43,1
Battle Creek,2024mibat,qm,26,blue,3,2,1,22,1
Battle Creek,2024mibat,qm,26,red,0,1,0,13,0
Battle Creek,2024mibat,qm,27,blue,0,8,0,27,0
Battle Creek,2024mibat,qm,27,red,2,2,1,31,1
Battle Creek,2024mibat,qm,28,blue,1,9,0,56,0
Battle Creek,2024mibat,qm,28,red,0,10,0,69,1
Battle Creek,2024mibat,qm,29,blue,5,1,1,36,0
Battle Creek,2024mibat,qm,29,red,2,8,0,49,1
Battle Creek,2024mibat,qm,3,blue,0,5,0,27,0
Battle Creek,2024mibat,qm,3,red,1,6,0,45,1
Battle Creek,2024mibat,qm,30,blue,1,10,0,45,1
Battle Creek,2024mibat,qm,30,red,3,10,1,34,0
Battle Creek,2024mibat,qm,31,blue,2,7,1,37,1
Battle Creek,2024mibat,qm,31,red,0,1,0,11,0
Battle Creek,2024mibat,qm,32,blue,7,4,3,64,1
Battle Creek,2024mibat,qm,32,red,0,0,0,7,0
Battle Creek,2024mibat,qm,33,blue,2,8,1,42,1
Battle Creek,2024mibat,qm,33,red,2,3,0,29,0
Battle Creek,2024mibat,qm,34,blue,2,2,0,25,1
Battle Creek,2024mibat,qm,34,red,0,0,0,11,0
Battle Creek,2024mibat,qm,35,blue,3,3,0,41,0
Battle Creek,2024mibat,qm,35,red,1,15,0,57,1
Battle Creek,2024mibat,qm,36,blue,2,4,0,23,0
Battle Creek,2024mibat,qm,36,red,2,9,0,39,1
Battle Creek,2024mibat,qm,37,blue,3,7,1,48,1
Battle Creek,2024mibat,qm,37,red,5,1,2,32,0
Battle Creek,2024mibat,qm,38,blue,0,2,0,8,0
Battle Creek,2024mibat,qm,38,red,2,5,2,28,1
Battle Creek,2024mibat,qm,39,blue,0,0,0,4,0
Battle Creek,2024mibat,qm,39,red,0,9,0,50,1
Battle Creek,2024mibat,qm,4,blue,3,8,1,50,1
Battle Creek,2024mibat,qm,4,red,1,6,0,19,0
Battle Creek,2024mibat,qm,40,blue,6,10,2,44,1
Battle Creek,2024mibat,qm,40,red,1,5,0,28,0
Battle Creek,2024mibat,qm,41,blue,1,9,0,48,1
Battle Creek,2024mibat,qm,41,red,5,2,2,40,0
Battle Creek,2024mibat,qm,42,blue,5,2,1,33,1
Battle Creek,2024mibat,qm,42,red,0,2,0,10,0
Battle Creek,2024mibat,qm,43,blue,3,1,1,20,0
Battle Creek,2024mibat,qm,43,red,3,3,1,68,1
Battle Creek,2024mibat,qm,44,blue,0,12,0,46,1
Battle Creek,2024mibat,qm,44,red,0,6,0,24,0
Battle Creek,2024mibat,qm,45,blue,5,3,0,30,1
Battle Creek,2024mibat,qm,45,red,1,6,0,29,0
Battle Creek,2024mibat,qm,46,blue,0,0,0,8,0
Battle Creek,2024mibat,qm,46,red,5,1,2,51,1
Battle Creek,2024mibat,qm,47,blue,0,4,0,25,1
Battle Creek,2024mibat,qm,47,red,0,2,0,16,0
Battle Creek,2024mibat,qm,48,blue,0,10,0,51,1
Battle Creek,2024mibat,qm,48,red,2,5,1,27,0
Battle Creek,2024mibat,qm,49,blue,3,10,1,52,1
Battle Creek,2024mibat,qm,49,red,5,4,1,44,0
Battle Creek,2024mibat,qm,5,blue,0,0,0,13,1
Battle Creek,2024mibat,qm,5,red,0,0,0,10,0
Battle Creek,2024mibat,qm,50,blue,1,16,0,81,1
Battle Creek,2024mibat,qm,50,red,0,0,0,7,0
Battle Creek,2024mibat,qm,51,blue,5,0,1,34,1
Battle Creek,2024mibat,qm,51,red,2,2,0,21,0
Battle Creek,2024mibat,qm,52,blue,0,5,0,31,1
Battle Creek,2024mibat,qm,52,red,5,2,0,21,0
Battle Creek,2024mibat,qm,53,blue,2,6,0,39,0
Battle Creek,2024mibat,qm,53,red,4,7,2,57,1
Battle Creek,2024mibat,qm,54,blue,1,10,0,43,0
Battle Creek,2024mibat,qm,54,red,3,5,2,45,1
Battle Creek,2024mibat,qm,55,blue,9,2,2,38,1
Battle Creek,2024mibat,qm,55,red,3,0,1,32,0
Battle Creek,2024mibat,qm,56,blue,3,4,2,47,1
Battle Creek,2024mibat,qm,56,red,5,1,1,32,0
Battle Creek,2024mibat,qm,57,blue,1,8,0,24,0
Battle Creek,2024mibat,qm,57,red,4,3,1,37,1
Battle Creek,2024mibat,qm,58,blue,2,5,0,39,0
Battle Creek,2024mibat,qm,58,red,5,6,3,57,1
Battle Creek,2024mibat,qm,59,blue,2,1,0,19,0
Battle Creek,2024mibat,qm,59,red,1,12,0,42,1
Battle Creek,2024mibat,qm,6,blue,0,7,0,27,0
Battle Creek,2024mibat,qm,6,red,4,1,1,37,1
Battle Creek,2024mibat,qm,60,blue,3,8,2,53,1
Battle Creek,2024mibat,qm,60,red,2,10,0,38,0
Battle Creek,2024mibat,qm,61,blue,0,7,0,38,1
Battle Creek,2024mibat,qm,61,red,4,0,3,34,0
Battle Creek,2024mibat,qm,62,blue,0,0,0,7,0
Battle Creek,2024mibat,qm,62,red,6,1,2,56,1
Battle Creek,2024mibat,qm,63,blue,3,2,1,35,1
Battle Creek,2024mibat,qm,63,red,3,1,1,19,0
Battle Creek,2024mibat,qm,64,blue,3,16,1,69,1
Battle Creek,2024mibat,qm,64,red,2,0,1,32,0
Battle Creek,2024mibat,qm,65,blue,1,0,0,3,0
Battle Creek,2024mibat,qm,65,red,2,11,0,46,1
Battle Creek,2024mibat,qm,66,blue,1,6,0,25,0
Battle Creek,2024mibat,qm,66,red,6,1,1,41,1
Battle Creek,2024mibat,qm,67,blue,3,2,1,39,0
Battle Creek,2024mibat,qm,67,red,3,8,1,48,1
Battle Creek,2024mibat,qm,68,blue,3,0,1,45,1
Battle Creek,2024mibat,qm,68,red,4,7,0,29,0
Battle Creek,2024mibat,qm,69,blue,1,7,0,26,0
Battle Creek,2024mibat,qm,69,red,2,7,0,30,1
Battle Creek,2024mibat,qm,7,blue,5,3,1,25,1
Battle Creek,2024mibat,qm,7,red,0,1,0,16,0
Battle Creek,2024mibat,qm,70,blue,3,10,1,47,1
Battle Creek,2024mibat,qm,70,red,1,8,0,29,0
Battle Creek,2024mibat,qm,71,blue,2,7,0,24,1
Battle Creek,2024mibat,qm,71,red,1,0,0,17,0
Battle Creek,2024mibat,qm,72,blue,7,2,2,56,1
Battle Creek,2024mibat,qm,72,red,0,6,0,31,0
Battle Creek,2024mibat,qm,73,blue,4,5,2,65,1
Battle Creek,2024mibat,qm,73,red,4,1,3,40,0
Battle Creek,2024mibat,qm,74,blue,7,1,0,32,0
Battle Creek,2024mibat,qm,74,red,0,6,0,36,1
Battle Creek,2024mibat,qm,8,blue,5,9,3,55,1
Battle Creek,2024mibat,qm,8,red,2,2,1,19,0
Battle Creek,2024mibat,qm,9,blue,5,8,2,47,1
Battle Creek,2024mibat,qm,9,red,0,3,0,11,0
Battle Creek,2024mibat,sf,1,blue,4,7,2,52,1
Battle Creek,2024mibat,sf,1,red,2,3,1,39,0
Battle Creek,2024mibat,sf,1,blue,6,4,2,42,0
Battle Creek,2024mibat,sf,1,red,4,7,5,86,1
Battle Creek,2024mibat,sf,1,blue,4,7,4,71,1
Battle Creek,2024mibat,sf,1,red,2,7,1,52,0
Battle Creek,2024mibat,sf,1,blue,4,4,4,52,1
Battle Creek,2024mibat,sf,1,red,6,3,1,44,0
Battle Creek,2024mibat,sf,1,blue,0,12,0,53,0
Battle Creek,2024mibat,sf,1,red,5,3,2,55,1
Battle Creek,2024mibat,sf,1,blue,4,0,1,30,0
Battle Creek,2024mibat,sf,1,red,5,5,3,50,1
Battle Creek,2024mibat,sf,1,blue,4,2,1,32,0
Battle Creek,2024mibat,sf,1,red,6,5,5,70,1
Battle Creek,2024mibat,sf,1,blue,7,0,0,15,0
Battle Creek,2024mibat,sf,1,red,4,5,2,53,1
Battle Creek,2024mibat,sf,1,blue,2,4,2,56,1
Battle Creek,2024mibat,sf,1,red,0,13,0,50,0
Battle Creek,2024mibat,sf,1,blue,4,1,0,17,0
Battle Creek,2024mibat,sf,1,red,4,5,2,53,1
Battle Creek,2024mibat,sf,1,blue,6,4,4,62,0
Battle Creek,2024mibat,sf,1,red,5,7,5,87,1
Battle Creek,2024mibat,sf,1,blue,2,5,1,48,0
Battle Creek,2024mibat,sf,1,red,8,3,5,60,1
Battle Creek,2024mibat,sf,1,blue,3,1,2,33,0
Battle Creek,2024mibat,sf,1,red,4,4,4,65,1
Berrien Springs,2024miber,f,1,blue,0,8,0,55,0
Berrien Springs,2024miber,f,1,red,7,3,7,69,1
Berrien Springs,2024miber,f,2,blue,4,5,4,81,1
Berrien Springs,2024miber,f,2,red,7,7,4,69,0
Berrien Springs,2024miber,f,3,blue,4,4,5,68,1
Berrien Springs,2024miber,f,3,red,0,10,0,56,0
Berrien Springs,2024miber,qm,1,blue,0,11,0,35,1
Berrien Springs,2024miber,qm,1,red,0,4,0,12,0
Berrien Springs,2024miber,qm,10,blue,0,10,0,36,1
Berrien Springs,2024miber,qm,10,red,3,5,0,33,0
Berrien Springs,2024miber,qm,11,blue,7,1,4,51,1
Berrien Springs,2024miber,qm,11,red,1,6,0,28,0
Berrien Springs,2024miber,qm,12,blue,0,8,0,30,1
Berrien Springs,2024miber,qm,12,red,0,3,0,16,0
Berrien Springs,2024miber,qm,13,blue,0,0,0,9,0
Berrien Springs,2024miber,qm,13,red,0,15,0,51,1
Berrien Springs,2024miber,qm,14,blue,3,10,2,52,1
Berrien Springs,2024miber,qm,14,red,0,3,0,30,0
Berrien Springs,2024miber,qm,15,blue,3,7,1,41,1
Berrien Springs,2024miber,qm,15,red,3,0,0,17,0
