EventName,EventKey,EventWeek,MatchLevel,MatchNumber,Alliance,TeleopAmpCount,TeleopSpeakerUnAmplifiedCount,TeleopSpeakerAmplifiedCount,Points,Win
Arkansas,2024arli,2,f,1,blue,7,3,3,60,0
Arkansas,2024arli,2,f,1,red,8,3,6,84,1
Arkansas,2024arli,2,f,2,blue,6,1,4,46,0
Arkansas,2024arli,2,f,2,red,6,4,9,89,1
Arkansas,2024arli,2,qm,1,blue,2,5,0,26,0
Arkansas,2024arli,2,qm,1,red,2,7,0,60,1
Arkansas,2024arli,2,qm,10,blue,0,6,0,19,0
Arkansas,2024arli,2,qm,10,red,7,6,6,73,1
Arkansas,2024arli,2,qm,11,blue,2,4,1,47,1
Arkansas,2024arli,2,qm,11,red,2,7,0,29,0
Arkansas,2024arli,2,qm,12,blue,5,4,3,48,1
Arkansas,2024arli,2,qm,12,red,3,3,1,25,0
Arkansas,2024arli,2,qm,13,blue,0,8,0,58,1
Arkansas,2024arli,2,qm,13,red,3,6,2,53,0
Arkansas,2024arli,2,qm,14,blue,7,1,1,27,0
Arkansas,2024arli,2,qm,14,red,5,3,1,30,1
Arkansas,2024arli,2,qm,15,blue,0,5,0,24,0
Arkansas,2024arli,2,qm,15,red,3,5,1,41,1
Arkansas,2024arli,2,qm,16,blue,5,4,0,36,0
Arkansas,2024arli,2,qm,16,red,7,7,6,70,1
Arkansas,2024arli,2,qm,17,blue,5,8,1,44,1
Arkansas,2024arli,2,qm,17,red,2,4,0,19,0
Arkansas,2024arli,2,qm,18,blue,8,4,6,79,1
Arkansas,2024arli,2,qm,18,red,2,1,0,23,0
Arkansas,2024arli,2,qm,19,blue,7,5,2,51,1
Arkansas,2024arli,2,qm,19,red,5,1,1,25,0
Arkansas,2024arli,2,qm,2,blue,5,1,1,25,0
Arkansas,2024arli,2,qm,2,red,5,0,3,43,1
Arkansas,2024arli,2,qm,20,blue,8,3,6,72,1
Arkansas,2024arli,2,qm,20,red,0,1,0,16,0
Arkansas,2024arli,2,qm,21,blue,4,3,3,32,0
Arkansas,2024arli,2,qm,21,red,4,5,3,49,1
Arkansas,2024arli,2,qm,22,blue,6,4,3,52,1
Arkansas,2024arli,2,qm,22,red,0,6,0,32,0
Arkansas,2024arli,2,qm,23,blue,7,2,5,66,1
Arkansas,2024arli,2,qm,23,red,5,4,2,61,0
Arkansas,2024arli,2,qm,24,blue,2,6,0,41,0
Arkansas,2024arli,2,qm,24,red,10,0,3,47,1
Arkansas,2024arli,2,qm,25,blue,7,3,5,66,1
Arkansas,2024arli,2,qm,25,red,4,6,4,59,0
Arkansas,2024arli,2,qm,26,blue,6,1,1,34,1
Arkansas,2024arli,2,qm,26,red,5,0,0,19,0
Arkansas,2024arli,2,qm,27,blue,7,2,4,55,0
Arkansas,2024arli,2,qm,27,red,6,6,4,60,1
Arkansas,2024arli,2,qm,28,blue,5,1,3,26,0
Arkansas,2024arli,2,qm,28,red,6,6,1,42,1
Arkansas,2024arli,2,qm,29,blue,6,5,4,74,1
Arkansas,2024arli,2,qm,29,red,5,7,2,41,0
Arkansas,2024arli,2,qm,3,blue,6,4,1,28,1
Arkansas,2024arli,2,qm,3,red,2,7,0,25,0
Arkansas,2024arli,2,qm,30,blue,3,0,1,38,0
Arkansas,2024arli,2,qm,30,red,5,1,4,50,1
Arkansas,2024arli,2,qm,31,blue,1,1,0,15,0
Arkansas,2024arli,2,qm,31,red,6,5,1,34,1
Arkansas,2024arli,2,qm,32,blue,3,5,1,22,0
Arkansas,2024arli,2,qm,32,red,10,1,2,53,1
Arkansas,2024arli,2,qm,33,blue,3,5,2,48,1
Arkansas,2024arli,2,qm,33,red,4,3,1,44,0
Arkansas,2024arli,2,qm,34,blue,3,7,1,34,0
Arkansas,2024arli,2,qm,34,red,5,4,4,58,1
Arkansas,2024arli,2,qm,35,blue,4,3,1,40,0
Arkansas,2024arli,2,qm,35,red,5,7,3,67,1
Arkansas,2024arli,2,qm,36,blue,6,0,1,38,1
Arkansas,2024arli,2,qm,36,red,2,6,0,25,0
Arkansas,2024arli,2,qm,37,blue,1,0,0,10,0
Arkansas,2024arli,2,qm,37,red,5,9,2,41,1
Arkansas,2024arli,2,qm,38,blue,4,12,2,65,1
Arkansas,2024arli,2,qm,38,red,5,3,2,41,0
Arkansas,2024arli,2,qm,39,blue,5,7,1,64,1
Arkansas,2024arli,2,qm,39,red,4,1,2,28,0
Arkansas,2024arli,2,qm,4,blue,5,5,2,49,0
Arkansas,2024arli,2,qm,4,red,7,0,5,59,1
Arkansas,2024arli,2,qm,40,blue,4,2,3,35,0
Arkansas,2024arli,2,qm,40,red,5,1,3,53,1
Arkansas,2024arli,2,qm,41,blue,7,5,3,62,1
Arkansas,2024arli,2,qm,41,red,7,0,3,38,0
Arkansas,2024arli,2,qm,42,blue,5,4,2,43,0
Arkansas,2024arli,2,qm,42,red,3,10,2,67,1
Arkansas,2024arli,2,qm,43,blue,7,0,2,38,0
Arkansas,2024arli,2,qm,43,red,3,4,1,63,1
Arkansas,2024arli,2,qm,44,blue,0,7,0,36,0
Arkansas,2024arli,2,qm,44,red,0,13,0,48,1
Arkansas,2024arli,2,qm,45,blue,7,8,7,108,1
Arkansas,2024arli,2,qm,45,red,4,6,4,52,0
Arkansas,2024arli,2,qm,46,blue,5,4,5,86,1
Arkansas,2024arli,2,qm,46,red,0,5,0,34,0
Arkansas,2024arli,2,qm,47,blue,7,5,1,60,1
Arkansas,2024arli,2,qm,47,red,5,3,3,54,0
Arkansas,2024arli,2,qm,48,blue,5,6,3,62,1
Arkansas,2024arli,2,qm,48,red,3,5,1,32,0
Arkansas,2024arli,2,qm,49,blue,3,3,1,33,0
Arkansas,2024arli,2,qm,49,red,8,2,3,58,1
Arkansas,2024arli,2,qm,5,blue,7,3,7,94,1
Arkansas,2024arli,2,qm,5,red,1,6,0,27,0
Arkansas,2024arli,2,qm,50,blue,4,5,1,35,0
Arkansas,2024arli,2,qm,50,red,6,5,6,57,1
Arkansas,2024arli,2,qm,51,blue,1,11,0,47,0
Arkansas,2024arli,2,qm,51,red,3,2,0,58,1
Arkansas,2024arli,2,qm,52,blue,4,2,2,42,0
Arkansas,2024arli,2,qm,52,red,6,3,4,55,1
Arkansas,2024arli,2,qm,53,blue,3,6,1,37,1
Arkansas,2024arli,2,qm,53,red,0,5,0,31,0
Arkansas,2024arli,2,qm,54,blue,3,1,1,41,0
Arkansas,2024arli,2,qm,54,red,3,7,1,48,1
Arkansas,2024arli,2,qm,55,blue,2,11,2,58,0
Arkansas,2024arli,2,qm,55,red,6,3,5,69,1
Arkansas,2024arli,2,qm,56,blue,7,5,7,91,1
Arkansas,2024arli,2,qm,56,red,0,6,0,39,0
Arkansas,2024arli,2,qm,6,blue,0,9,0,28,0
Arkansas,2024arli,2,qm,6,red,8,6,2,37,1
Arkansas,2024arli,2,qm,7,blue,7,0,2,42,1
Arkansas,2024arli,2,qm,7,red,4,5,0,24,0
Arkansas,2024arli,2,qm,8,blue,3,13,1,45,0
Arkansas,2024arli,2,qm,8,red,4,9,2,60,1
Arkansas,2024arli,2,qm,9,blue,6,1,4,49,0
Arkansas,2024arli,2,qm,9,red,7,2,3,71,1
Arkansas,2024arli,2,sf,1,blue,6,3,2,40,1
Arkansas,2024arli,2,sf,1,red,1,0,0,20,0
Arkansas,2024arli,2,sf,1,blue,8,1,6,66,0
Arkansas,2024arli,2,sf,1,red,6,6,7,77,1
Arkansas,2024arli,2,sf,1,blue,8,2,8,76,1
Arkansas,2024arli,2,sf,1,red,3,5,1,42,0
Arkansas,2024arli,2,sf,1,blue,4,3,5,54,1
Arkansas,2024arli,2,sf,1,red,4,2,2,41,0
Arkansas,2024arli,2,sf,1,blue,2,4,1,43,0
Arkansas,2024arli,2,sf,1,red,7,2,5,70,1
Arkansas,2024arli,2,sf,1,blue,5,6,5,75,0
Arkansas,2024arli,2,sf,1,red,8,2,10,90,1
Arkansas,2024arli,2,sf,1,blue,4,3,4,62,1
Arkansas,2024arli,2,sf,1,red,4,3,2,42,0
Arkansas,2024arli,2,sf,1,blue,6,2,1,41,0
Arkansas,2024arli,2,sf,1,red,0,15,0,45,1
Arkansas,2024arli,2,sf,1,blue,4,5,4,65,1
Arkansas,2024arli,2,sf,1,red,5,3,2,59,0
Arkansas,2024arli,2,sf,1,blue,3,1,1,50,1
Arkansas,2024arli,2,sf,1,red,2,7,1,31,0
Arkansas,2024arli,2,sf,1,blue,6,1,3,56,0
Arkansas,2024arli,2,sf,1,red,6,6,5,108,1
Arkansas,2024arli,2,sf,1,blue,3,0,1,20,0
Arkansas,2024arli,2,sf,1,red,9,0,6,75,1
Arkansas,2024arli,2,sf,1,blue,4,5,2,42,0
Arkansas,2024arli,2,sf,1,red,4,2,4,55,1
Southern Cross,2024ausc,3,f,1,blue,6,1,2,40,0
Southern Cross,2024ausc,3,f,1,red,6,6,5,104,1
Southern Cross,2024ausc,3,f,2,blue,7,3,5,59,0
Southern Cross,2024ausc,3,f,2,red,8,5,10,107,1
Southern Cross,2024ausc,3,qm,1,blue,0,9,0,28,1
Southern Cross,2024ausc,3,qm,1,red,0,9,0,19,0
Southern Cross,2024ausc,3,qm,10,blue,2,12,2,56,1
Southern Cross,2024ausc,3,qm,10,red,0,7,0,42,0
Southern Cross,2024ausc,3,qm,11,blue,4,9,2,54,1
Southern Cross,2024ausc,3,qm,11,red,1,13,0,51,0
Southern Cross,2024ausc,3,qm,12,blue,4,4,2,74,1
Southern Cross,2024ausc,3,qm,12,red,0,3,0,11,0
Southern Cross,2024ausc,3,qm,13,blue,8,0,1,32,1
Southern Cross,2024ausc,3,qm,13,red,0,1,0,5,0
Southern Cross,2024ausc,3,qm,14,blue,7,6,3,52,1
Southern Cross,2024ausc,3,qm,14,red,0,0,0,4,0
Southern Cross,2024ausc,3,qm,15,blue,0,0,0,17,0
Southern Cross,2024ausc,3,qm,15,red,6,3,7,82,1
Southern Cross,2024ausc,3,qm,16,blue,0,2,0,23,0
Southern Cross,2024ausc,3,qm,16,red,4,10,2,46,1
Southern Cross,2024ausc,3,qm,17,blue,4,7,0,45,0
Southern Cross,2024ausc,3,qm,17,red,3,7,1,46,1
Southern Cross,2024ausc,3,qm,18,blue,0,8,0,24,0
Southern Cross,2024ausc,3,qm,18,red,2,8,3,48,1
Southern Cross,2024ausc,3,qm,19,blue,1,7,0,40,0
Southern Cross,2024ausc,3,qm,19,red,6,1,4,81,1
Southern Cross,2024ausc,3,qm,2,blue,2,4,0,32,0
Southern Cross,2024ausc,3,qm,2,red,4,10,3,63,1
Southern Cross,2024ausc,3,qm,20,blue,3,6,0,54,1
Southern Cross,2024ausc,3,qm,20,red,1,0,0,9,0
Southern Cross,2024ausc,3,qm,21,blue,4,8,3,66,1
Southern Cross,2024ausc,3,qm,21,red,1,4,0,20,0
Southern Cross,2024ausc,3,qm,22,blue,0,6,0,16,0
Southern Cross,2024ausc,3,qm,22,red,2,1,0,21,1
Southern Cross,2024ausc,3,qm,23,blue,4,7,1,63,1
Southern Cross,2024ausc,3,qm,23,red,2,2,2,30,0
Southern Cross,2024ausc,3,qm,24,blue,0,17,0,60,1
Southern Cross,2024ausc,3,qm,24,red,0,1,0,25,0
Southern Cross,2024ausc,3,qm,25,blue,5,3,4,63,0
Southern Cross,2024ausc,3,qm,25,red,2,12,0,92,1
Southern Cross,2024ausc,3,qm,26,blue,3,1,1,22,1
Southern Cross,2024ausc,3,qm,26,red,0,1,0,10,0
Southern Cross,2024ausc,3,qm,27,blue,8,5,4,68,1
Southern Cross,2024ausc,3,qm,27,red,1,8,0,39,0
Southern Cross,2024ausc,3,qm,28,blue,1,2,0,31,0
Southern Cross,2024ausc,3,qm,28,red,0,12,0,49,1
Southern Cross,2024ausc,3,qm,29,blue,2,0,0,9,0
Southern Cross,2024ausc,3,qm,29,red,6,2,2,35,1
Southern Cross,2024ausc,3,qm,3,blue,3,6,1,31,0
Southern Cross,2024ausc,3,qm,3,red,3,16,0,49,1
Southern Cross,2024ausc,3,qm,30,blue,5,3,2,32,1
Southern Cross,2024ausc,3,qm,30,red,0,3,0,16,0
Southern Cross,2024ausc,3,qm,31,blue,6,2,5,78,1
Southern Cross,2024ausc,3,qm,31,red,0,0,0,5,0
Southern Cross,2024ausc,3,qm,32,blue,5,11,3,63,1
Southern Cross,2024ausc,3,qm,32,red,1,8,0,37,0
Southern Cross,2024ausc,3,qm,33,blue,4,4,3,62,1
Southern Cross,2024ausc,3,qm,33,red,0,3,0,37,0
Southern Cross,2024ausc,3,qm,34,blue,0,11,0,48,1
Southern Cross,2024ausc,3,qm,34,red,0,1,0,10,0
Southern Cross,2024ausc,3,qm,35,blue,0,15,0,56,1
Southern Cross,2024ausc,3,qm,35,red,3,6,1,27,0
Southern Cross,2024ausc,3,qm,36,blue,4,8,4,62,1
Southern Cross,2024ausc,3,qm,36,red,4,0,0,25,0
Southern Cross,2024ausc,3,qm,37,blue,2,5,0,34,1
Southern Cross,2024ausc,3,qm,37,red,4,4,0,26,0
Southern Cross,2024ausc,3,qm,38,blue,4,2,3,69,1
Southern Cross,2024ausc,3,qm,38,red,0,5,0,20,0
Southern Cross,2024ausc,3,qm,39,blue,3,1,0,15,0
Southern Cross,2024ausc,3,qm,39,red,2,9,2,77,1
Southern Cross,2024ausc,3,qm,4,blue,5,5,4,90,1
Southern Cross,2024ausc,3,qm,4,red,5,2,0,22,0
Southern Cross,2024ausc,3,qm,40,blue,0,2,0,14,0
Southern Cross,2024ausc,3,qm,40,red,0,12,0,60,1
Southern Cross,2024ausc,3,qm,41,blue,0,8,0,35,0
Southern Cross,2024ausc,3,qm,41,red,0,10,0,43,1
Southern Cross,2024ausc,3,qm,42,blue,4,1,4,43,0
Southern Cross,2024ausc,3,qm,42,red,2,8,0,52,1
Southern Cross,2024ausc,3,qm,43,blue,2,7,0,55,1
Southern Cross,2024ausc,3,qm,43,red,0,12,0,40,0
Southern Cross,2024ausc,3,qm,44,blue,8,5,7,108,1
Southern Cross,2024ausc,3,qm,44,red,2,7,0,34,0
Southern Cross,2024ausc,3,qm,45,blue,4,4,1,63,1
Southern Cross,2024ausc,3,qm,45,red,5,2,1,57,0
Southern Cross,2024ausc,3,qm,46,blue,0,5,0,30,1
Southern Cross,2024ausc,3,qm,46,red,8,0,0,20,0
Southern Cross,2024ausc,3,qm,47,blue,5,4,1,34,0
Southern Cross,2024ausc,3,qm,47,red,2,8,0,51,1
Southern Cross,2024ausc,3,qm,48,blue,0,9,0,30,0
Southern Cross,2024ausc,3,qm,48,red,4,9,3,64,1
Southern Cross,2024ausc,3,qm,49,blue,3,10,1,77,1
Southern Cross,2024ausc,3,qm,49,red,7,5,5,75,0
Southern Cross,2024ausc,3,qm,5,blue,2,0,0,8,0
Southern Cross,2024ausc,3,qm,5,red,5,6,4,72,1
Southern Cross,2024ausc,3,qm,50,blue,0,3,0,20,0
Southern Cross,2024ausc,3,qm,50,red,8,4,3,62,1
Southern Cross,2024ausc,3,qm,51,blue,5,4,1,46,1
Southern Cross,2024ausc,3,qm,51,red,3,5,0,25,0
Southern Cross,2024ausc,3,qm,52,blue,0,0,0,14,1
Southern Cross,2024ausc,3,qm,52,red,0,0,0,6,0
Southern Cross,2024ausc,3,qm,53,blue,1,6,0,55,1
Southern Cross,2024ausc,3,qm,53,red,4,5,1,52,0
Southern Cross,2024ausc,3,qm,54,blue,4,8,2,71,1
Southern Cross,2024ausc,3,qm,54,red,1,0,0,10,0
Southern Cross,2024ausc,3,qm,55,blue,5,6,2,54,0
Southern Cross,2024ausc,3,qm,55,red,4,6,2,57,1
Southern Cross,2024ausc,3,qm,56,blue,2,2,0,10,0
Southern Cross,2024ausc,3,qm,56,red,4,6,1,59,1
Southern Cross,2024ausc,3,qm,57,blue,6,2,4,90,1
Southern Cross,2024ausc,3,qm,57,red,0,5,0,24,0
Southern Cross,2024ausc,3,qm,58,blue,5,1,2,49,1
Southern Cross,2024ausc,3,qm,58,red,6,1,4,38,0
Southern Cross,2024ausc,3,qm,59,blue,2,3,2,30,0
Southern Cross,2024ausc,3,qm,59,red,4,2,2,39,1
Southern Cross,2024ausc,3,qm,6,blue,4,5,1,43,0
Southern Cross,2024ausc,3,qm,6,red,0,9,0,51,1
Southern Cross,2024ausc,3,qm,60,blue,0,0,0,7,0
Southern Cross,2024ausc,3,qm,60,red,2,7,0,66,1
Southern Cross,2024ausc,3,qm,61,blue,0,10,0,41,1
Southern Cross,2024ausc,3,qm,61,red,2,7,1,33,0
Southern Cross,2024ausc,3,qm,62,blue,7,5,3,48,1
Southern Cross,2024ausc,3,qm,62,red,0,4,0,25,0
Southern Cross,2024ausc,3,qm,63,blue,4,2,3,34,0
Southern Cross,2024ausc,3,qm,63,red,5,9,2,50,1
Southern Cross,2024ausc,3,qm,64,blue,7,4,4,73,1
Southern Cross,2024ausc,3,qm,64,red,2,0,0,59,0
Southern Cross,2024ausc,3,qm,65,blue,1,12,0,67,1
Southern Cross,2024ausc,3,qm,65,red,0,0,0,3,0
Southern Cross,2024ausc,3,qm,66,blue,5,5,5,58,1
Southern Cross,2024ausc,3,qm,66,red,0,0,0,11,0
Southern Cross,2024ausc,3,qm,67,blue,3,11,2,81,1
Southern Cross,2024ausc,3,qm,67,red,4,4,1,35,0
Southern Cross,2024ausc,3,qm,68,blue,0,12,0,42,0
Southern Cross,2024ausc,3,qm,68,red,3,7,1,47,1
Southern Cross,2024ausc,3,qm,69,blue,4,9,2,53,1
Southern Cross,2024ausc,3,qm,69,red,4,0,2,46,0
Southern Cross,2024ausc,3,qm,7,blue,2,4,1,35,1
Southern Cross,2024ausc,3,qm,7,red,1,0,0,7,0
Southern Cross,2024ausc,3,qm,70,blue,2,6,0,33,0
Southern Cross,2024ausc,3,qm,70,red,6,6,3,57,1
Southern Cross,2024ausc,3,qm,71,blue,3,8,1,40,0
Southern Cross,2024ausc,3,qm,71,red,4,0,3,47,1
Southern Cross,2024ausc,3,qm,72,blue,1,0,0,15,0
Southern Cross,2024ausc,3,qm,72,red,6,5,4,70,1
Southern Cross,2024ausc,3,qm,73,blue,0,3,0,38,1
Southern Cross,2024ausc,3,qm,73,red,0,5,0,24,0
Southern Cross,2024ausc,3,qm,74,blue,3,0,0,12,0
Southern Cross,2024ausc,3,qm,74,red,5,5,3,53,1
Southern Cross,2024ausc,3,qm,75,blue,5,6,2,66,0
Southern Cross,2024ausc,3,qm,75,red,1,11,0,71,1
Southern Cross,2024ausc,3,qm,76,blue,0,1,0,14,0
Southern Cross,2024ausc,3,qm,76,red,6,3,3,53,1
Southern Cross,2024ausc,3,qm,77,blue,0,5,0,25,0
Southern Cross,2024ausc,3,qm,77,red,8,4,5,52,1
Southern Cross,2024ausc,3,qm,78,blue,0,9,0,52,0
Southern Cross,2024ausc,3,qm,78,red,5,5,4,101,1
Southern Cross,2024ausc,3,qm,79,blue,0,8,0,33,0
Southern Cross,2024ausc,3,qm,79,red,4,8,1,55,1
Southern Cross,2024ausc,3,qm,8,blue,0,8,0,30,0
Southern Cross,2024ausc,3,qm,8,red,1,0,0,34,1
Southern Cross,2024ausc,3,qm,9,blue,0,9,0,59,1
Southern Cross,2024ausc,3,qm,9,red,1,8,0,31,0
Southern Cross,2024ausc,3,sf,1,blue,5,6,3,73,0
Southern Cross,2024ausc,3,sf,1,red,5,7,2,74,1
Southern Cross,2024ausc,3,sf,1,blue,1,6,0,50,0
Southern Cross,2024ausc,3,sf,1,red,6,7,6,103,1
Southern Cross,2024ausc,3,sf,1,blue,8,4,5,75,1
Southern Cross,2024ausc,3,sf,1,red,5,6,2,56,0
Southern Cross,2024ausc,3,sf,1,blue,7,5,5,83,1
Southern Cross,2024ausc,3,sf,1,red,6,4,7,68,0
Southern Cross,2024ausc,3,sf,1,blue,5,2,1,36,0
Southern Cross,2024ausc,3,sf,1,red,7,4,6,113,1
Southern Cross,2024ausc,3,sf,1,blue,6,5,3,50,0
Southern Cross,2024ausc,3,sf,1,red,2,10,2,54,1
Southern Cross,2024ausc,3,sf,1,blue,6,5,4,70,1
Southern Cross,2024ausc,3,sf,1,red,4,13,3,65,0
Southern Cross,2024ausc,3,sf,1,blue,8,5,5,57,1
Southern Cross,2024ausc,3,sf,1,red,5,6,4,48,0
Southern Cross,2024ausc,3,sf,1,blue,8,9,3,60,1
Southern Cross,2024ausc,3,sf,1,red,4,9,3,54,0
Southern Cross,2024ausc,3,sf,1,blue,8,6,5,70,1
Southern Cross,2024ausc,3,sf,1,red,0,10,0,64,0
Southern Cross,2024ausc,3,sf,1,blue,3,7,2,58,0
Southern Cross,2024ausc,3,sf,1,red,5,6,5,98,1
Southern Cross,2024ausc,3,sf,1,blue,7,2,3,52,0
Southern Cross,2024ausc,3,sf,1,red,5,7,3,66,1
Southern Cross,2024ausc,3,sf,1,blue,8,3,5,80,1
Southern Cross,2024ausc,3,sf,1,red,5,11,3,73,0
Arizona East,2024azgl,4,f,1,blue,5,5,3,46,0
Arizona East,2024azgl,4,f,1,red,11,2,11,100,1
Arizona East,2024azgl,4,f,2,blue,0,9,0,38,0
Arizona East,2024azgl,4,f,2,red,8,3,10,81,1
Arizona East,2024azgl,4,qm,1,blue,1,2,0,31,0
Arizona East,2024azgl,4,qm,1,red,2,4,1,37,1
Arizona East,2024azgl,4,qm,10,blue,7,5,6,70,1
Arizona East,2024azgl,4,qm,10,red,3,7,2,51,0
Arizona East,2024azgl,4,qm,11,blue,4,8,3,69,1
Arizona East,2024azgl,4,qm,11,red,3,4,2,61,0
Arizona East,2024azgl,4,qm,12,blue,5,4,1,30,0
Arizona East,2024azgl,4,qm,12,red,5,8,4,67,1
Arizona East,2024azgl,4,qm,13,blue,0,2,0,16,0
Arizona East,2024azgl,4,qm,13,red,2,11,2,61,1
Arizona East,2024azgl,4,qm,14,blue,4,3,1,36,1
Arizona East,2024azgl,4,qm,14,red,3,2,2,25,0
Arizona East,2024azgl,4,qm,15,blue,1,2,0,22,0
Arizona East,2024azgl,4,qm,15,red,3,9,1,40,1
Arizona East,2024azgl,4,qm,16,blue,3,3,1,44,0
Arizona East,2024azgl,4,qm,16,red,5,11,3,49,1
Arizona East,2024azgl,4,qm,17,blue,4,0,2,58,1
Arizona East,2024azgl,4,qm,17,red,2,8,0,31,0
Arizona East,2024azgl,4,qm,18,blue,6,3,6,59,1
Arizona East,2024azgl,4,qm,18,red,2,0,1,25,0
Arizona East,2024azgl,4,qm,19,blue,4,2,2,41,1
Arizona East,2024azgl,4,qm,19,red,5,4,0,37,0
Arizona East,2024azgl,4,qm,2,blue,5,3,4,67,1
Arizona East,2024azgl,4,qm,2,red,3,9,2,43,0
Arizona East,2024azgl,4,qm,20,blue,5,9,2,61,1
Arizona East,2024azgl,4,qm,20,red,2,6,0,43,0
Arizona East,2024azgl,4,qm,21,blue,0,0,0,4,0
Arizona East,2024azgl,4,qm,21,red,3,6,2,60,1
Arizona East,2024azgl,4,qm,22,blue,3,3,2,40,1
Arizona East,2024azgl,4,qm,22,red,2,4,0,18,0
Arizona East,2024azgl,4,qm,23,blue,4,5,2,54,1
Arizona East,2024azgl,4,qm,23,red,4,5,0,31,0
Arizona East,2024azgl,4,qm,24,blue,3,9,3,78,1
Arizona East,2024azgl,4,qm,24,red,6,4,3,53,0
Arizona East,2024azgl,4,qm,25,blue,3,1,0,27,0
Arizona East,2024azgl,4,qm,25,red,7,3,5,58,1
Arizona East,2024azgl,4,qm,26,blue,3,3,0,38,0
Arizona East,2024azgl,4,qm,26,red,5,5,3,56,1
Arizona East,2024azgl,4,qm,27,blue,5,5,2,31,0
Arizona East,2024azgl,4,qm,27,red,6,5,2,42,1
Arizona East,2024azgl,4,qm,28,blue,2,5,0,15,0
Arizona East,2024azgl,4,qm,28,red,9,4,13,111,1
Arizona East,2024azgl,4,qm,29,blue,4,7,2,85,1
Arizona East,2024azgl,4,qm,29,red,2,7,0,40,0
Arizona East,2024azgl,4,qm,3,blue,6,7,4,55,0
Arizona East,2024azgl,4,qm,3,red,8,5,5,67,1
Arizona East,2024azgl,4,qm,30,blue,3,2,0,43,0
Arizona East,2024azgl,4,qm,30,red,2,7,0,49,1
Arizona East,2024azgl,4,qm,31,blue,7,5,2,56,1
Arizona East,2024azgl,4,qm,31,red,2,3,0,22,0
Arizona East,2024azgl,4,qm,32,blue,7,1,2,28,0
Arizona East,2024azgl,4,qm,32,red,3,10,1,41,1
Arizona East,2024azgl,4,qm,33,blue,5,10,3,69,1
Arizona East,2024azgl,4,qm,33,red,1,2,0,26,0
Arizona East,2024azgl,4,qm,34,blue,4,14,6,91,1
Arizona East,2024azgl,4,qm,34,red,7,1,2,40,0
Arizona East,2024azgl,4,qm,35,blue,0,9,0,26,0
Arizona East,2024azgl,4,qm,35,red,6,8,3,60,1
Arizona East,2024azgl,4,qm,36,blue,4,5,1,45,0
Arizona East,2024azgl,4,qm,36,red,5,2,1,51,1
Arizona East,2024azgl,4,qm,37,blue,0,13,0,53,1
Arizona East,2024azgl,4,qm,37,red,4,3,0,20,0
Arizona East,2024azgl,4,qm,38,blue,3,6,0,84,1
Arizona East,2024azgl,4,qm,38,red,2,11,0,40,0
Arizona East,2024azgl,4,qm,39,blue,5,7,6,78,1
Arizona East,2024azgl,4,qm,39,red,3,11,2,61,0
Arizona East,2024azgl,4,qm,4,blue,0,5,0,33,0
Arizona East,2024azgl,4,qm,4,red,4,4,1,48,1
Arizona East,2024azgl,4,qm,40,blue,9,1,9,64,1
Arizona East,2024azgl,4,qm,40,red,2,6,0,33,0
Arizona East,2024azgl,4,qm,41,blue,0,1,0,25,1
Arizona East,2024azgl,4,qm,41,red,2,0,0,14,0
Arizona East,2024azgl,4,qm,42,blue,2,9,1,31,0
Arizona East,2024azgl,4,qm,42,red,4,4,1,39,1
Arizona East,2024azgl,4,qm,43,blue,2,5,0,38,0
Arizona East,2024azgl,4,qm,43,red,0,11,0,45,1
Arizona East,2024azgl,4,qm,44,blue,5,1,3,31,0
Arizona East,2024azgl,4,qm,44,red,5,8,5,82,1
Arizona East,2024azgl,4,qm,45,blue,8,8,4,65,1
Arizona East,2024azgl,4,qm,45,red,7,1,2,30,0
Arizona East,2024azgl,4,qm,46,blue,2,16,2,62,1
Arizona East,2024azgl,4,qm,46,red,0,1,0,20,0
Arizona East,2024azgl,4,qm,47,blue,6,4,5,75,1
Arizona East,2024azgl,4,qm,47,red,0,2,0,18,0
Arizona East,2024azgl,4,qm,48,blue,0,7,0,36,0
Arizona East,2024azgl,4,qm,48,red,8,7,4,70,1
Arizona East,2024azgl,4,qm,49,blue,7,5,7,70,1
Arizona East,2024azgl,4,qm,49,red,8,3,1,54,0
Arizona East,2024azgl,4,qm,5,blue,1,1,0,18,0
Arizona East,2024azgl,4,qm,5,red,7,7,5,90,1
Arizona East,2024azgl,4,qm,50,blue,5,5,6,65,1
Arizona East,2024azgl,4,qm,50,red,0,9,0,35,0
Arizona East,2024azgl,4,qm,51,blue,2,10,0,32,0
Arizona East,2024azgl,4,qm,51,red,0,18,0,71,1
Arizona East,2024azgl,4,qm,52,blue,4,7,1,32,0
Arizona East,2024azgl,4,qm,52,red,4,5,0,41,1
Arizona East,2024azgl,4,qm,53,blue,8,3,0,28,0
Arizona East,2024azgl,4,qm,53,red,5,7,5,68,1
Arizona East,2024azgl,4,qm,54,blue,2,7,0,27,0
Arizona East,2024azgl,4,qm,54,red,5,4,4,82,1
Arizona East,2024azgl,4,qm,55,blue,3,6,2,38,0
Arizona East,2024azgl,4,qm,55,red,9,2,5,62,1
Arizona East,2024azgl,4,qm,56,blue,5,6,1,68,1
Arizona East,2024azgl,4,qm,56,red,4,8,0,45,0
Arizona East,2024azgl,4,qm,57,blue,7,0,0,32,1
Arizona East,2024azgl,4,qm,57,red,5,2,1,27,0
